particion,EMD,Tiempo,combinacion
"{, (, ', f, _, t, ', ,, ), }",0.0,0.033533000001625624,"['c_t', 'f_t', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03352199999790173,"['c_t', 'f_t', 'c_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.033588400001463015,"['c_t', 'f_t', 'd_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03460120000090683,"['c_t', 'f_t', 'e_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03384199999709381,"['c_t', 'f_t', 'f_t+1']"
"{, (, ', a, _, t, +, 1, ', ,, ), }",0.125,0.031907600001432,"['c_t', 'a_t+1', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), }",0.0,0.033600499999010935,"['c_t', 'a_t+1', 'c_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), }",0.0,0.03246010000293609,"['c_t', 'a_t+1', 'd_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), }",0.0,0.03204159999586409,"['c_t', 'a_t+1', 'e_t+1']"
"{, (, ', f, _, t, +, 1, ', ,, ), }",0.0,0.03391900000133319,"['c_t', 'a_t+1', 'f_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), }",0.0,0.033446299996285234,"['c_t', 'b_t+1', 'c_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), }",0.0,0.031170800000836607,"['c_t', 'b_t+1', 'd_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), }",0.0,0.03186149999964982,"['c_t', 'b_t+1', 'e_t+1']"
"{, (, ', f, _, t, +, 1, ', ,, ), }",0.0,0.03251549999549752,"['c_t', 'b_t+1', 'f_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.0317360999979428,"['c_t', 'c_t+1', 'd_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03263850000075763,"['c_t', 'c_t+1', 'e_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03212899999925867,"['c_t', 'c_t+1', 'f_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03432780000002822,"['c_t', 'd_t+1', 'e_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.030636299998150207,"['c_t', 'd_t+1', 'f_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', c, _, t, ', ,, ), }",0.0,0.03177020000293851,"['c_t', 'e_t+1', 'f_t+1']"
"{, (, ', e, _, t, ', ,, ), }",0.0,0.03235560000030091,"['d_t', 'e_t', 'a_t+1']"
"{, (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03375380000215955,"['d_t', 'e_t', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.033532300003571436,"['d_t', 'e_t', 'c_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03396470000006957,"['d_t', 'e_t', 'd_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.0324458000031882,"['d_t', 'e_t', 'e_t+1']"
"{, (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03204679999907967,"['d_t', 'e_t', 'f_t+1']"
"{, (, ', f, _, t, ', ,, ), }",0.0,0.03345880000415491,"['d_t', 'f_t', 'a_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03483129999949597,"['d_t', 'f_t', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03441649999876972,"['d_t', 'f_t', 'c_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.032780399997136556,"['d_t', 'f_t', 'd_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.0337950000030105,"['d_t', 'f_t', 'e_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.033754900003259536,"['d_t', 'f_t', 'f_t+1']"
"{, (, ', b, _, t, +, 1, ', ,, ), }",0.0,0.033641100002569146,"['d_t', 'a_t+1', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), }",0.0,0.03273780000017723,"['d_t', 'a_t+1', 'c_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), }",0.0,0.0305651000016951,"['d_t', 'a_t+1', 'd_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), }",0.0,0.032013299998652656,"['d_t', 'a_t+1', 'e_t+1']"
"{, (, ', f, _, t, +, 1, ', ,, ), }",0.0,0.032352100002754014,"['d_t', 'a_t+1', 'f_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03320349999557948,"['d_t', 'b_t+1', 'c_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03147910000552656,"['d_t', 'b_t+1', 'd_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.030302500003017485,"['d_t', 'b_t+1', 'e_t+1']"
"{, (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.030544299996108748,"['d_t', 'b_t+1', 'f_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03191749999677995,"['d_t', 'c_t+1', 'd_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.031870999999227934,"['d_t', 'c_t+1', 'e_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.033382599998731166,"['d_t', 'c_t+1', 'f_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03169250000064494,"['d_t', 'd_t+1', 'e_t+1']"
"{, (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03161309999995865,"['d_t', 'd_t+1', 'f_t+1']"
"{, (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', d, _, t, ', ,, ), }",0.0,0.03258879999339115,"['d_t', 'e_t+1', 'f_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', a, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.033564199999091215,"['e_t', 'f_t', 'a_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', b, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.035151500000210945,"['e_t', 'f_t', 'b_t+1']"
"{, (, ', c, _, t, +, 1, ', ,, ), ,,  , (, ', f, _, t, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.03402160000405274,"['e_t', 'f_t', 'c_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', d, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.03402220000134548,"['e_t', 'f_t', 'd_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', e, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.032221400004345924,"['e_t', 'f_t', 'e_t+1']"
"{, (, ', f, _, t, ', ,, ), ,,  , (, ', f, _, t, +, 1, ', ,, ), ,,  , (, ', e, _, t, ', ,, ), }",0.0,0.0333046999949147,"['e_t', 'f_t', 'f_t+1']"
