particion,EMD,Tiempo,combinacion
a_t,0.0,0.12859079999907408,"['a_t', 'c_t', 'b_t+1', 'd_t+1']"
a_t,0.0,0.12368970000534318,"['a_t', 'c_t', 'b_t+1', 'e_t+1']"
a_t,0.0,0.11700529999507125,"['a_t', 'c_t', 'b_t+1', 'f_t+1']"
a_t,0.0,0.12304910000239033,"['a_t', 'c_t', 'c_t+1', 'd_t+1']"
a_t,0.0,0.13471199999912642,"['a_t', 'c_t', 'c_t+1', 'e_t+1']"
a_t,0.0,0.12485400000878144,"['a_t', 'c_t', 'c_t+1', 'f_t+1']"
a_t,0.0,0.12205910000193398,"['a_t', 'c_t', 'd_t+1', 'e_t+1']"
a_t,0.0,0.12316719999944326,"['a_t', 'c_t', 'd_t+1', 'f_t+1']"
a_t,0.0,0.12206969999533612,"['a_t', 'c_t', 'e_t+1', 'f_t+1']"
a_t,0.0,0.11626090000208933,"['a_t', 'd_t', 'e_t', 'a_t+1']"
d_t,0.0,0.11955819999275263,"['a_t', 'd_t', 'e_t', 'b_t+1']"
a_t,0.0,0.11272979999193922,"['a_t', 'd_t', 'e_t', 'c_t+1']"
a_t,0.0,0.12067980000574607,"['a_t', 'd_t', 'e_t', 'd_t+1']"
a_t,0.0,0.11567270000523422,"['a_t', 'd_t', 'e_t', 'e_t+1']"
a_t,0.0,0.11808210000162944,"['a_t', 'd_t', 'e_t', 'f_t+1']"
a_t,0.0,0.15783599999849685,"['a_t', 'd_t', 'f_t', 'a_t+1']"
d_t,0.0,0.12519109999993816,"['a_t', 'd_t', 'f_t', 'b_t+1']"
a_t,0.0,0.11830630000622477,"['a_t', 'd_t', 'f_t', 'c_t+1']"
a_t,0.0,0.11839009998948313,"['a_t', 'd_t', 'f_t', 'd_t+1']"
a_t,0.0,0.11688609998964239,"['a_t', 'd_t', 'f_t', 'e_t+1']"
a_t,0.0,0.12824009999167174,"['a_t', 'd_t', 'f_t', 'f_t+1']"
"a_t, b_t+1",0.0,0.1259105999924941,"['a_t', 'd_t', 'a_t+1', 'b_t+1']"
a_t,0.0,0.12098829999740701,"['a_t', 'd_t', 'a_t+1', 'c_t+1']"
a_t,0.0,0.12138330000743736,"['a_t', 'd_t', 'a_t+1', 'd_t+1']"
a_t,0.0,0.11926010000752285,"['a_t', 'd_t', 'a_t+1', 'e_t+1']"
a_t,0.0,0.11799520000931807,"['a_t', 'd_t', 'a_t+1', 'f_t+1']"
d_t,0.0,0.1241501999902539,"['a_t', 'd_t', 'b_t+1', 'c_t+1']"
d_t,0.0,0.11553579999599606,"['a_t', 'd_t', 'b_t+1', 'd_t+1']"
d_t,0.0,0.1211438000027556,"['a_t', 'd_t', 'b_t+1', 'e_t+1']"
d_t,0.0,0.12333020000369288,"['a_t', 'd_t', 'b_t+1', 'f_t+1']"
a_t,0.0,0.11440400000719819,"['a_t', 'd_t', 'c_t+1', 'd_t+1']"
a_t,0.0,0.12456070000189357,"['a_t', 'd_t', 'c_t+1', 'e_t+1']"
a_t,0.0,0.11955000000307336,"['a_t', 'd_t', 'c_t+1', 'f_t+1']"
a_t,0.0,0.12423479999415576,"['a_t', 'd_t', 'd_t+1', 'e_t+1']"
a_t,0.0,0.12773789999482688,"['a_t', 'd_t', 'd_t+1', 'f_t+1']"
a_t,0.0,0.1357006000034744,"['a_t', 'd_t', 'e_t+1', 'f_t+1']"
a_t,0.0,0.12315609998768196,"['a_t', 'e_t', 'f_t', 'a_t+1']"
e_t,0.0,0.11963180000020657,"['a_t', 'e_t', 'f_t', 'b_t+1']"
a_t,0.0,0.11381150000670459,"['a_t', 'e_t', 'f_t', 'c_t+1']"
a_t,0.0,0.1420978000096511,"['a_t', 'e_t', 'f_t', 'd_t+1']"
a_t,0.0,0.11884049999935087,"['a_t', 'e_t', 'f_t', 'e_t+1']"
a_t,0.0,0.13146830000914633,"['a_t', 'e_t', 'f_t', 'f_t+1']"
e_t,0.0,0.11750350000511389,"['a_t', 'e_t', 'a_t+1', 'b_t+1']"
a_t,0.0,0.1354432999942219,"['a_t', 'e_t', 'a_t+1', 'c_t+1']"
a_t,0.0,0.1579083999968134,"['a_t', 'e_t', 'a_t+1', 'd_t+1']"
a_t,0.0,0.12469419999979436,"['a_t', 'e_t', 'a_t+1', 'e_t+1']"
a_t,0.0,0.1245271999941906,"['a_t', 'e_t', 'a_t+1', 'f_t+1']"
e_t,0.0,0.12267819998669438,"['a_t', 'e_t', 'b_t+1', 'c_t+1']"
e_t,0.0,0.1192637000058312,"['a_t', 'e_t', 'b_t+1', 'd_t+1']"
e_t,0.0,0.13839619999635033,"['a_t', 'e_t', 'b_t+1', 'e_t+1']"
e_t,0.0,0.1610554999933811,"['a_t', 'e_t', 'b_t+1', 'f_t+1']"
a_t,0.0,0.12664510001195595,"['a_t', 'e_t', 'c_t+1', 'd_t+1']"
a_t,0.0,0.12255590000131633,"['a_t', 'e_t', 'c_t+1', 'e_t+1']"
a_t,0.0,0.12769189999380615,"['a_t', 'e_t', 'c_t+1', 'f_t+1']"
a_t,0.0,0.1223461000045063,"['a_t', 'e_t', 'd_t+1', 'e_t+1']"
a_t,0.0,0.11890900001162663,"['a_t', 'e_t', 'd_t+1', 'f_t+1']"
a_t,0.0,0.1430977999989409,"['a_t', 'e_t', 'e_t+1', 'f_t+1']"
f_t,0.0,0.12376790000416804,"['a_t', 'f_t', 'a_t+1', 'b_t+1']"
